2017-01-14 20:18:09,1
2017-01-14 20:18:14,0
2017-01-14 20:18:23,1
2017-01-14 20:18:26,0
2017-01-14 20:24:24,1
2017-01-14 20:24:28,0
2017-01-14 20:27:50,1
2017-01-14 20:27:55,0
2017-01-14 20:27:56,1
2017-01-14 20:28:05,0
2017-01-14 20:28:06,1
2017-01-14 20:28:15,0
2017-01-14 20:28:16,1
2017-01-14 20:28:25,0
2017-01-14 20:28:27,1
2017-01-14 20:28:33,0
2017-01-14 20:28:36,1
2017-01-14 20:29:06,0
2017-01-14 20:29:07,1
2017-01-14 20:30:29,0
2017-01-14 20:30:32,1
2017-01-14 20:30:36,0
2017-01-14 20:30:39,1
2017-01-14 20:34:25,0
2017-01-14 20:47:36,1
2017-01-14 20:50:16,0
2017-01-14 20:51:01,1
2017-01-14 20:55:57,0
2017-01-14 21:05:03,1
2017-01-14 21:07:41,0
2017-01-14 21:08:34,1
2017-01-14 21:12:11,0
2017-01-14 21:13:26,1
2017-01-14 21:16:28,0
2017-01-14 21:28:01,1
2017-01-14 21:31:53,0
2017-01-14 21:47:01,1
2017-01-14 22:35:26,0
2017-01-14 22:35:38,1
2017-01-14 23:03:19,0
2017-01-14 23:04:19,1
2017-01-14 23:15:00,0
2017-01-14 23:27:36,1
2017-01-14 23:39:41,0
2017-01-14 23:40:31,1
2017-01-14 23:43:08,0
2017-01-14 23:43:37,1
2017-01-14 23:47:33,0
2017-01-14 23:48:58,1
2017-01-14 23:51:48,0
2017-01-15 00:41:40,1
2017-01-15 00:44:20,0
2017-01-15 01:10:11,1
2017-01-15 01:20:23,0
2017-01-15 01:21:17,1
2017-01-15 01:25:11,0
2017-01-15 01:40:09,1
2017-01-15 01:42:46,0
2017-01-15 02:24:07,1
2017-01-15 02:31:54,0
2017-01-15 02:32:13,1
2017-01-15 02:37:26,0
2017-01-15 02:42:01,1
2017-01-15 02:46:19,0
2017-01-15 02:49:15,1
2017-01-15 02:51:53,0
2017-01-15 02:54:04,1
2017-01-15 02:56:42,0
2017-01-15 03:01:06,1
2017-01-15 03:03:43,0
2017-01-15 03:07:59,1
2017-01-15 03:13:40,0
2017-01-15 03:16:10,1
2017-01-15 03:18:47,0
2017-01-15 03:31:26,1
2017-01-15 03:36:36,0
2017-01-15 03:40:36,1
2017-01-15 04:09:09,0
2017-01-15 04:10:09,1
2017-01-15 04:17:12,0
2017-01-15 04:30:30,1
2017-01-15 04:35:25,0
2017-01-15 04:37:59,1
2017-01-15 04:43:00,0
2017-01-15 04:43:58,1
2017-01-15 04:46:35,0
2017-01-15 04:47:49,1
2017-01-15 04:51:13,0
2017-01-15 05:02:51,1
2017-01-15 05:05:40,0
2017-01-15 05:05:41,1
2017-01-15 05:15:39,0
2017-01-15 05:22:05,1
2017-01-15 05:24:45,0
2017-01-15 05:29:43,1
2017-01-15 05:34:46,0
2017-01-15 05:37:10,1
2017-01-15 05:44:38,0
2017-01-15 05:56:49,1
2017-01-15 05:59:27,0
2017-01-15 06:25:49,1
